LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0003092695-0001-9,JESUS LOPEZ-AGUILAR,LA SOLEDAD BAKERY,2400 W 7TH STREET,LOS ANGELES,90057-5008,2400 7TH 90057-5008,2400 W 7TH STREET   SUITE #107,LOS ANGELES,90057-5008,445100,Grocery stores (including supermarkets & convenience stores without gas),1,01/07/2019,,"(34.0577, -118.2803)"
0002649823-0002-6,PAS GROUP INC,JASON'S ON BROADWAY,900 S BROADWAY,LOS ANGELES,90015-1610,900 BROADWAY 90015-1610,110 E 9TH STREET SUITE #A2,LOS ANGELES,90079-1102,445100,Grocery stores (including supermarkets & convenience stores without gas),14,05/03/2013,,"(34.0423, -118.256)"
0000834576-0001-4,MIN BONG LEE,SUNNY MARKET,1600 W SLAUSON AVENUE #S31,LOS ANGELES,90047-1117,1600 SLAUSON 90047-1117,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,01/13/2003,,"(33.9891, -118.3045)"
0000956340-0008-0,BODEGA LATINA CORP,,5610 YORK BLVD,LOS ANGELES,90042-2537,5610 YORK 90042-2537,14601 B LAKEWOOD BLVD,PARAMOUNT,90723-3602,445100,Grocery stores (including supermarkets & convenience stores without gas),14,08/18/2009,,"(34.1193, -118.1963)"
0002087138-0004-0,NORTHGATE GONZALEZ LLC,NORTGATE MARKET #41,4700 INGLEWOOD BLVD,LOS ANGELES,90230-5896,4700 INGLEWOOD 90230-5896,1201 N MAGNOLIA AVENUE,ANAHEIM,92801-2609,445100,Grocery stores (including supermarkets & convenience stores without gas),11,11/28/2013,,"(33.9932, -118.4153)"
0000589862-0002-7,LUIS MORENO/CAMERINA MORENO,CORONA MARKET,2800 MAPLE AVENUE,LOS ANGELES,90011-1436,2800 MAPLE 90011-1436,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,12/08/2012,,"(34.0218, -118.2664)"
0003135621-0002-2,STEVEN YOUNG,YOUNG'S MARKET AND PARTY SUPPLIES,7522 S HOOVER STREET,LOS ANGELES,90044-6008,7522 HOOVER 90044,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,04/20/2021,,"(33.971, -118.2869)"
0002836375-0001-7,BRIAN JEONGJAE YOO,MIKES PRODUCE MARKET,758 S VERMONT AVENUE,LOS ANGELES,90005-1520,758 VERMONT 90005-1520,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,06/18/2015,,"(34.0583, -118.2916)"
0003048163-0001-0,H & N GIFT SHOP LLC,,6507   HOLLYWOOD BLVD,LOS ANGELES,90028-6209,6507 HOLLYWOOD 90028-6209,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,04/11/2018,,"(34.1019, -118.3315)"
0000853771-0001-3,WATTS LABOR COMMUNITY ACTION COMMITTEE /C,,10800 S CENTRAL AVENUE,LOS ANGELES,90059-1022,10800 CENTRAL 90059-1022,11401 S CENTRAL AVENUE,LOS ANGELES,90059-1744,445100,Grocery stores (including supermarkets & convenience stores without gas),15,12/01/1969,,"(33.9378, -118.2541)"
0000123738-0001-3,MUSSIE MEBRAHTU MICHAEL/ISSAYAS MEBRAHTU MICHAEL,TEDDY'S MARKET,5511 S VERMONT AVENUE,LOS ANGELES,90037-3533,5511 VERMONT 90037-3533,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,04/16/1994,,"(33.9922, -118.2914)"
0002191409-0001-1,RAFAEL AVILA,FIGUEROA MINIMARKET,5845 S FIGUEROA STREET,LOS ANGELES,90003-1061,5845 FIGUEROA 90003-1061,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,10/17/2006,,"(33.9886, -118.2826)"
0000045415-0001-0,SAINSBURY MARKET INC,SAINSBURY MARKET,12200 WILSHIRE BLVD #101,LOS ANGELES,90025-1217,12200 WILSHIRE 90025-1217,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),11,03/28/1993,,"(34.0434, -118.4683)"
0003064351-0001-7,ONWARD FRANCHISEE GROUP 37150 INC,7-ELEVEN STORE 37150B,600 E IMPERIAL HIGHWAY,LOS ANGELES,90059-2325,600 IMPERIAL 90059-2325,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),15,07/11/2018,,"(33.9308, -118.2648)"
0000430846-0001-7,ARBAT ENTERPRISES INC,,5001 HOLLYWOOD BLVD,LOS ANGELES,90027-6103,5001 HOLLYWOOD 90027-6103,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,10/01/2001,,"(34.1017, -118.2983)"
0000247213-0001-0,KWOCK J WONG,,1611 S VERMONT AVENUE,LOS ANGELES,90006-4521,1611 VERMONT 90006,5724 S MULLEN AVENUE,LOS ANGELES,90043-2329,445100,Grocery stores (including supermarkets & convenience stores without gas),1,03/01/1973,,"(34.044, -118.2915)"
0003073340-0001-8,EVALIA REYES,REYES HARDWARE,11227 S CENTRAL AVENUE,LOS ANGELES,90059-1639,11227 CENTRAL 90059-1639,822 E 106TH STREET,LOS ANGELES,90002-3439,445100,Grocery stores (including supermarkets & convenience stores without gas),15,08/31/2018,,"(33.932, -118.2546)"
0003042091-0001-0,CHRISTIAN JAVIER LUNA,LUNA'S MARKET #2,4433 S ALAMEDA STREET   #A40,LOS ANGELES,90058-2008,4433 ALAMEDA 90058-2008,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,03/14/2018,,"(34.0031, -118.2401)"
0000796051-0017-7,THE VONS COMPANIES INC,PAVILIONS #2229 | VONS 2229,727 VINE STREET,LOS ANGELES,90038-3713,727 VINE 90038-3713,POST OFFICE BOX #29096,PHOENIX,85038-9096,445100,Grocery stores (including supermarkets & convenience stores without gas),13,08/29/1988,,"(34.0844, -118.3266)"
0000178218-0076-5,RALPHS GROCERY CO,RALPHS #22,645 W 9TH STREET,LOS ANGELES,90015-1640,645 9TH 90015-1640,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),14,07/13/2007,,"(34.0454, -118.2607)"
0002347064-0005-3,YUMMY FOODS LLC,YUMMY.COM,9769 W PICO BLVD,LOS ANGELES,90035-4718,9769 PICO 90035-4718,3255   CAHUENGA BLVD W #302,LOS ANGELES,90068-1375,445100,Grocery stores (including supermarkets & convenience stores without gas),5,05/05/2015,,"(34.0542, -118.4013)"
0002502365-0001-9,LA CEIBA INC,LAGUNA MARKET,2125 W 6TH STREET,LOS ANGELES,90057-3121,2125 6TH 90057-3121,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,02/16/2010,,"(34.0596, -118.2751)"
0000636841-0001-9,GLORIA ANN LOPEZ,BILO MARKET,1616 YOSEMITE DRIVE,LOS ANGELES,90041-2813,1616 YOSEMITE 90041-2813,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,06/01/2004,,"(34.1329, -118.202)"
0002350258-0001-7,LIONSWAY GROUP INC,ROYALTY MARKET,6200 S SAN PEDRO STREET,LOS ANGELES,90003-1637,6200 SAN PEDRO 90003-1637,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,06/11/2008,,"(33.9833, -118.2695)"
0000124148-0001-5,ELSA E VANEGAS,VANEGAS MARKET,3344 E 1ST STREET,LOS ANGELES,90063-2810,3344 1ST 90063-2810,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,08/21/1984,,"(34.0374, -118.1956)"
0000961937-0001-0,JOSE GREGORIO TERMINIO,,2684 W PICO BLVD,LOS ANGELES,90006-3915,2684 PICO 90006-3915,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,05/05/1999,,"(34.0472, -118.297)"
0002596042-0001-0,KPL PARTNERS INC,G AND J MARKET,2045 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,90062-1434,2045 MARTIN LUTHER KING JR 90062-1434,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,03/01/2012,,"(34.0108, -118.3164)"
0002727085-0001-1,SHUMEL ABRAMCHAYEV,,7512 W SUNSET BLVD,LOS ANGELES,90046-3408,7512 SUNSET 90046-3408,7512 W SUNSET BLVD,LOS ANGELES,90046-3408,445100,Grocery stores (including supermarkets & convenience stores without gas),4,02/01/2014,,"(34.098, -118.3531)"
0002189328-0001-8,JOSEPH NEWMAN,MINI ENTERPRISE,9218 S VERMONT AVENUE,LOS ANGELES,90044-3322,9218 VERMONT 90044-3322,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,10/01/2006,,"(33.9526, -118.2915)"
0002857662-0001-4,PISCES RETAIL INC,MAYAN MARKET,6129 S NORMANDIE AVENUE,LOS ANGELES,90044-2723,6129 NORMANDIE 90044-2723,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,09/10/2015,,"(33.9838, -118.3002)"
0000419192-0001-2,"WALSUNG, INC.",HWANG HAE DOE RESTAURANT,429 N WESTERN AVENUE UNIT #7,LOS ANGELES,90004-2600,429 WESTERN 90004-2600,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,02/15/2001,,"(34.0788, -118.3091)"
0003090580-0001-0,NRS FAMILY CORP,,4209 W 3RD STREET,LOS ANGELES,90020-3407,4209 3RD 90020-3407,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,01/01/2019,,"(34.0691, -118.3057)"
0003197631-0001-1,TUAN ANH NGUYEN,VK AGUA,1174 S LORENA STREET,LOS ANGELES,90023-2928,1174 LORENA 90023-2928,2523 LA PRESA AVENUE,ROSEMEAD,91770-3340,445100,Grocery stores (including supermarkets & convenience stores without gas),14,05/26/2020,,"(34.0219, -118.2042)"
0000178218-0039-1,RALPHS GROCERY CO,FOOD 4 LESS #363,2750 E 1ST STREET,LOS ANGELES,90033-3634,2750 1ST 90033-3634,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),14,08/15/1988,,"(34.0413, -118.2045)"
0002715004-0001-7,SUSUNDA CORP,IM MARKET,7928 MELROSE AVENUE,LOS ANGELES,90046-7110,7928 MELROSE 90046-7110,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),5,11/05/2013,,"(34.0837, -118.3623)"
0000032242-0004-7,SMART & FINAL STORES LLC,SMART/FINAL #345 | SMART/FINAL IRIS CO DIV #345,2308 E 4TH STREET,LOS ANGELES,90033-4306,2308 4TH 90033-4306,POST OFFICE BOX #512377,LOS ANGELES,90051-0377,445100,Grocery stores (including supermarkets & convenience stores without gas),14,01/01/1953,,"(34.0411, -118.2129)"
0000804487-0001-5,MOTHERS NUTRITIONAL CENTER INC,MOTHERS NUTRITIONAL CENTER,3665 CRENSHAW BLVD,LOS ANGELES,90016-4849,3665 CRENSHAW 90016-4849,13635 FREEWAY DRIVE,SANTA FE SPRINGS,90670-5622,445100,Grocery stores (including supermarkets & convenience stores without gas),10,03/03/1998,,"(34.0209, -118.3351)"
0002640848-0001-2,GELACIO BARRALES,ANTHONY'S MINI MARKET,5600 S SAN PEDRO STREET,LOS ANGELES,90011-5136,5600 SAN PEDRO 90011-5136,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,10/09/2012,,"(33.9915, -118.2651)"
0000107080-0001-4,CARMEN C/AMADOR G HERNANDEZ,LUZON FOOD MART,4502 EAGLE ROCK BLVD,LOS ANGELES,90041-3215,4502 EAGLE ROCK 90041-3215,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,01/15/1994,,"(34.126, -118.2189)"
0000846501-0001-7,MOHAMMED DANIUL ISLAM,FIESTA MARKET,5008 VALLEY BLVD,LOS ANGELES,90032-3925,5008 VALLEY 90032-3925,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,03/17/2003,,"(34.0697, -118.1749)"
0002579069-0001-8,MARIA M CRUZ,MARIA'S MINI MARKET,1456 W WASHINGTON BLVD,LOS ANGELES,90007-1238,1456 WASHINGTON 90007-1238,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,09/27/2011,,"(34.04, -118.288)"
0003060520-0001-9,JESSICA MARISOL PACHECO LEON,PACHECO MINI MARKET,8412 S MAIN STREET,LOS ANGELES,90003-2902,8412 MAIN 90003-2902,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,03/19/2018,,"(33.9623, -118.2736)"
0003129111-0001-2,CHEERS BEERS MARKET,,4307   GRIFFIN AVENUE,LOS ANGELES,90031-1417,4307 GRIFFIN 90031-1417,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,04/12/2019,,"(34.0923, -118.204)"
0000156909-0001-4,CARLOS ROBLES,ROCKVIEW DAIRY,5337 MONTE VISTA STREET,LOS ANGELES,90042-4016,5337 MONTE VISTA 90042-4016,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,08/01/1994,,"(34.1093, -118.1992)"
0003251024-0001-8,KELLY RANGHEE KANG,,2404 S VERMONT AVENUE,LOS ANGELES,90007-1660,2404 VERMONT 90007,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,01/02/2020,,"(34.0342, -118.2914)"
0002953866-0001-5,"ORIGINAL AFRICAN MARKET, INC",,1268   PRODUCE ROW,LOS ANGELES,90021-1836,1268 PRODUCE 90021,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,12/15/2016,,"(34.0335, -118.2445)"
0000827657-0001-5,HILARIO ROSADO TENORIA,MOISES MINI MARKET,1401 E VERNON AVENUE,LOS ANGELES,90011-3828,1401 VERNON 90011-3828,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/01/2004,,"(34.0038, -118.2499)"
0000284760-0002-7,SUNG HO LEE,JULIE'S MARKET,3253 FLETCHER DRIVE,LOS ANGELES,90065-2919,3253 FLETCHER 90065-2919,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,02/26/2010,,"(34.1172, -118.2423)"
0002173616-0001-0,DEMETRIO PEREZ,,4310 MCKINLEY AVENUE,LOS ANGELES,90011-3508,4310 MCKINLEY 90011-3508,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/27/2006,,"(34.0055, -118.2608)"
0003249421-0001-9,HEALTH NUTRITION PRODUCT INC,HEALTH NUTRITION,4158 S CENTRAL AVENUE,LOS ANGELES,90011-3154,4158 CENTRAL 90011,POST OFFICE BOX #6557,BUENA PARK,90622-6557,445100,Grocery stores (including supermarkets & convenience stores without gas),9,04/20/2021,,"(34.008, -118.2564)"
0000098118-0001-2,PHILIP YOUNG KWON,ADAMS BARGAIN,4350 W ADAMS BLVD,LOS ANGELES,90018-2241,4350 ADAMS 90018-2241,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,10/01/2004,,"(34.0325, -118.3334)"
0000831116-0001-8,OFELIA PENA GARCIA,LA ESPECIAL MINI MARKET,3465 E 8TH STREET,LOS ANGELES,90023-3024,3465 8TH 90023-3024,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,02/01/1991,,"(34.0208, -118.2032)"
0000312563-0001-2,JEANNIE WONG,GOLDEN PLAZA,2415 PASADENA AVENUE,LOS ANGELES,90031-2200,2415 PASADENA 90031-2200,1350 DELL DRIVE,MONTEREY PARK,91754-3714,445100,Grocery stores (including supermarkets & convenience stores without gas),1,05/16/1980,,"(34.076, -118.2169)"
0000351245-0001-8,YOON JUNG SHIN,,3894 S WESTERN AVENUE,LOS ANGELES,90062-1104,3894 WESTERN 90062-1104,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,03/15/1996,,"(34.0147, -118.3089)"
0003098176-0001-9,DJA TWENTY INVESTMENTS INC,,9601   VENICE BLVD,LOS ANGELES,90034-0034,9601 VENICE 90034-0034,POST OFFICE BOX #90374,LOS ANGELES,90009-0374,445100,Grocery stores (including supermarkets & convenience stores without gas),5,01/25/2019,,"(34.028, -118.4027)"
0000796051-0024-0,THE VONS COMPANIES INC,VONS 2655 | VONS SHOP *255,7311 N FIGUEROA STREET,LOS ANGELES,90041-2512,7311 FIGUEROA 90041-2512,POST OFFICE BOX #29096,PHOENIX,85038-9096,445100,Grocery stores (including supermarkets & convenience stores without gas),14,08/29/1988,,"(34.1358, -118.1885)"
0000705577-0001-1,TED SASAKI/SONS INC,M N ADLONG MARKET,1550 W ADAMS BLVD,LOS ANGELES,90007-1513,1550 ADAMS 90007-1513,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,06/01/1964,,"(34.0327, -118.296)"
0002402242-0002-2,DEMETRIO NOLASCO PEREZ,DISTRIBUIDORA SANTA CRUZ,2009 W 6TH STREET,LOS ANGELES,90057-3165,2009 6TH 90057-3165,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,05/21/2013,,"(34.059, -118.2737)"
0002513732-0001-1,COOKBOOK MARKET INC,COOKBOOK LOS ANGELES,1549 ECHO PARK AVENUE,LOS ANGELES,90026-2670,1549 ECHO PARK 90026-2670,1549   ECHO PARK AVENUE,LOS ANGELES,90026-2670,445100,Grocery stores (including supermarkets & convenience stores without gas),13,08/15/2010,,"(34.0812, -118.2545)"
0003014774-0001-9,DAINIUS ANTANAITIS,,2409   RAYMOND AVENUE,LOS ANGELES,90007-1557,2409 RAYMOND 90007-1557,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,11/01/2017,,"(34.0342, -118.2979)"
0002563556-0001-1,PLAZA DELL VALLE MARKET INC,,3113 W 8TH STREET,LOS ANGELES,90005-1902,3113 8TH 90005-1902,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,04/01/2011,,"(34.0577, -118.2946)"
0002596580-0001-6,JESUS RAMOS-FIGUEROA,LA SAN MIGUEL  | LA SAN MIGUEL MARKET,1900 BEVERLY BLVD,LOS ANGELES,90057-2456,1900 BEVERLY 90057-2456,1900   BEVERLY BLVD,LOS ANGELES,90057-2456,445100,Grocery stores (including supermarkets & convenience stores without gas),13,01/13/2012,,"(34.0655, -118.2679)"
0002585597-0001-8,ROXANA E HERNANDEZ,MI CARNAL 99 CENT PLUS,3566 S WESTERN AVENUE,LOS ANGELES,90018-3881,3566 WESTERN 90018-3881,1321 GABRIEL GARCIA MARQUEZ STREET APT #C,LOS ANGELES,90033-2237,445100,Grocery stores (including supermarkets & convenience stores without gas),8,10/18/2011,,"(34.0232, -118.3088)"
0002464407-0001-1,MOHAMMED NAZRUL ISLAM / ABDUL QUDDUS,PRINCE MARKET,6901 S FIGUEROA STREET,LOS ANGELES,90003-1715,6901 FIGUEROA 90003-1715,445 S ARDMORE AVENUE APT #106,LOS ANGELES,90020-3265,445100,Grocery stores (including supermarkets & convenience stores without gas),8,09/23/2009,,"(33.9773, -118.2826)"
0002712802-0001-1,SEUNG TAE JUNG,CARNICERIA 21 MARKET,825 N VIRGIL AVENUE,LOS ANGELES,90029-2909,825 VIRGIL 90029-2909,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,11/15/2013,,"(34.0861, -118.2868)"
0000514519-0001-7,JUAN D DUARTE,7 N 8 FOODSTORE,747 S WESTLAKE AVENUE,LOS ANGELES,90057-4125,747 WESTLAKE 90057-4125,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,07/01/1997,,"(34.0551, -118.2761)"
0000736896-0001-5,TOV BROS CORP,UNO PRODUCE MARKET,4100 S BROADWAY,LOS ANGELES,90037-2221,4100 BROADWAY 90037-2221,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,05/20/2003,,"(34.009, -118.2783)"
0003111791-0001-6,ADVANCE FRESH FOOD CORPORATION,KHIM HNIM AYE,312 W 5TH STREET   UNIT #106,LOS ANGELES,90013-1900,312 5TH 90013,312 W 5TH STREET   UNIT #106,LOS ANGELES,90013-1900,445100,Grocery stores (including supermarkets & convenience stores without gas),14,03/01/2019,,"(34.048, -118.2513)"
0000401319-0001-7,MRS WINSTONS GREEN GROCERY INC,,1999 AVENUE OF THE STARS SUITE #150,LOS ANGELES,90067-4697,1999 AVENUE OF THE STARS 90067-4697,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),5,10/25/2005,,"(34.0586, -118.416)"
0000400359-0001-4,LEE HENG INC,B & B MINI-MART,4140 CRENSHAW BLVD,LOS ANGELES,90008-2502,4140 CRENSHAW 90008-2502,4140 CRENSHAW BLVD,LOS ANGELES,90008-2502,445100,Grocery stores (including supermarkets & convenience stores without gas),8,04/14/1997,,"(34.0092, -118.3351)"
0002283110-0001-3,MI KYUNG LEE,INNER CITY MARKET,1435 W 39TH STREET,LOS ANGELES,90062-1168,1435 39TH 90062-1168,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,10/17/2007,,"(34.0155, -118.3041)"
0000427136-0001-1,FLORA DEL CARMEN GUEVARA,KING SERVICE,10420 AVALON BLVD,LOS ANGELES,90003-4923,10420 AVALON 90003-4923,339 E 105TH STREET,LOS ANGELES,90003-4910,445100,Grocery stores (including supermarkets & convenience stores without gas),8,01/01/2000,,"(33.9417, -118.2651)"
0003042232-0001-9,1549 GOLDEN MARKET INC,THE GOLDEN DREAMER,1549   GLENDALE BLVD,LOS ANGELES,90026-2430,1549 GLENDALE 90026-2430,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,03/14/2018,,"(34.0643, -118.2601)"
0002858836-0001-5,UBALDO LOPEZ,HI MARKET,4137 W PICO BLVD,LOS ANGELES,90019-4311,4137 PICO 90019-4311,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,10/05/2015,,"(34.0477, -118.326)"
0000796051-0018-5,THE VONS COMPANIES INC,VONS 2261,3461 W 3RD STREET,LOS ANGELES,90020-1604,3461 3RD 90020-1604,POST OFFICE BOX #29096,PHOENIX,85038-9096,445100,Grocery stores (including supermarkets & convenience stores without gas),13,08/29/1988,,"(34.069, -118.2903)"
0002087138-0002-3,NORTHGATE GONZALEZ LLC,NORTHGATE MARKETS,2323 W OLYMPIC BLVD,LOS ANGELES,90006-2011,2323 OLYMPIC 90006-2011,1201 N MAGNOLIA AVENUE,ANAHEIM,92801-2609,445100,Grocery stores (including supermarkets & convenience stores without gas),1,04/01/2010,,"(34.0522, -118.2825)"
0002417883-0027-9,MOTHER'S NUTRITIONAL CENTER,,424 E WASHINGTON BLVD,LOS ANGELES,90015-3721,424 WASHINGTON 90015-3721,13635 FREEWAY DRIVE,SANTA FE SPRINGS,90670-5622,445100,Grocery stores (including supermarkets & convenience stores without gas),9,11/01/2011,,"(34.0293, -118.261)"
0002807637-0001-4,JOE SUPERMARKET INC,JOE SUPERMARKET,12131   WASHINGTON PLACE   #E-F,LOS ANGELES,90066-5272,12131 WASHINGTON 90066-5272,721 N MARTEL AVENUE,LOS ANGELES,90046-7506,445100,Grocery stores (including supermarkets & convenience stores without gas),11,02/19/2015,,"(34.001, -118.4278)"
0002019891-0001-2,DELFINA M CABRERA,,6221 S MAIN STREET,LOS ANGELES,90003-1535,6221 MAIN 90003-1535,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/04/2002,,"(33.9831, -118.2739)"
0000593726-0001-7,CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS,,1540 S SOTO STREET,LOS ANGELES,90023-2630,1540 SOTO 90023,50 E NORTH TEMPLE,SALT LAKE CITY,84150-0002,445100,Grocery stores (including supermarkets & convenience stores without gas),14,07/01/1987,,"(34.0215, -118.2201)"
0000077103-0001-6,ALI SYED,A.O. GARCIA | KINGS MARKET,8000 S WESTERN AVENUE,LOS ANGELES,90047-2718,8000 WESTERN 90047-2718,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,07/01/1993,,"(33.9663, -118.309)"
